Fp1,Fp2,F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6
6.861096508550932,6.375467292206519,-4.566296330540355,-2.830838087839979,-1.1754073576533166,-4.48410629504838,9.633013014515011,-14.18972913327551,-13.303239190246376,-2.3210506908084323,0.7022822837732003
6.764777259094971,6.449558616402896,-4.107929248174758,5.329279830408979,0.029081508530514055,0.665403740438737,4.640586914275767,-16.510708160058183,-4.5214864333613765,-1.4222384070512972,1.0362551922525447
5.884614930559644,7.139900077169191,-2.4633091802710583,10.065892821405676,0.6487182522442095,4.531621013349555,2.1346879846977096,-13.902884260801127,1.1894555358996644,0.04113576919280815,-0.9470525526262579
3.8640895353623006,8.547624620712263,1.0421421642926694,10.929476815218486,0.4448044160626345,6.368776566367396,2.826196689501338,-5.527749776189336,2.883734618424606,1.867871382021497,-5.410320176280509
1.308255381531348,10.362308726617112,5.956839723615614,10.555746996697529,-0.3221451301694215,6.44035229230729,5.373122241234292,4.598516566666065,1.986892847080548,3.1046317437064648,-10.057775816664108
-0.028118452897822,12.275803951393407,10.498990839443143,11.950235377427646,-1.093597428371758,6.015467628573906,7.672870658146324,10.790221460671876,0.6336117896617366,2.867458163995606,-11.911623113532489
1.8148073316211506,14.2390376126219,12.394923191732921,15.711945510791836,-1.4115566505251502,6.542042715995346,8.42363844248228,10.122311373626992,-0.18463738255218365,1.1539372492556135,-9.546205527439874
7.18333952844511,16.321451189367348,10.613727025291706,19.907189825312336,-1.3155175233613705,8.337547758977664,7.720660668479754,4.567677604394735,-0.9244870277286101,-1.142621656770652,-3.973667228703467
13.76991990520456,18.39422820772061,6.671339497797058,22.44752762851364,-1.3124308991508677,10.025428728221577,6.438043879472234,-0.7663916852125761,-2.2841659364876654,-2.904371687185269,2.3603619743831583
17.761788541147677,20.183467800312663,3.740166272965868,23.36297001624517,-1.8630354955237467,9.583348316601043,5.287272822119483,-1.7657424224949012,-3.9656794793933714,-3.531085629760981,7.363050432507435
16.656219382594877,21.672734779032137,3.9337373380498453,24.599771549377664,-2.744412229234129,6.3875572539647045,4.506438819762011,1.747979328777973,-4.867752388135141,-3.1325407655422843,10.335541273113254
11.518878484637831,23.36781191077166,6.0370411611981645,27.797344633682542,-2.9848659533740056,2.2748033203510207,4.196923588338684,6.486473741495736,-4.367276460778639,-2.1349176947910213,11.785424229774124
6.4371767193784,25.887693444869484,6.148612315805836,32.5403598497447,-1.6695605727810263,0.4123934979638548,4.564838549434833,8.855106825127155,-3.196894542420454,-0.8569571647304703,12.483599607637455
5.385672850565366,29.166741966545903,1.088769245144709,36.91838031541623,0.987835928417022,2.6572058127000826,5.632052441417395,7.967485207821392,-2.818073289892818,0.4848587382580747,12.861272186760706
9.148479858434586,32.136129330778886,-8.24072068722829,39.66153835680392,3.356747810717777,7.756718107397338,6.792644581968691,5.767204143401131,-3.814841129633505,1.510117511629038,13.101776986735379
14.929171575032504,33.41601868010654,-16.842653826984886,41.54128838511042,3.4486331088599465,12.27644238960965,6.9807655651889355,4.661806332777651,-5.037591384604319,1.6860687004879154,13.388696690803792
18.871336366090606,32.53917704284151,-19.475253463276086,44.565138548185416,0.615997359833491,13.493294517442502,5.586261580689561,5.091041103274367,-4.549204106039499,0.7208754467512031,13.83308656990346
19.124224055695507,30.473099769164538,-15.128119553885963,49.81750313070942,-3.5644582629089907,11.663581300800091,3.3203841347955834,5.324311408404649,-1.562099318274999,-1.0116143727187907,14.281757830566388
16.82329254544429,28.82162717098152,-8.14811782900404,56.194558532170895,-6.229619291072966,9.582271126645313,1.883174606859885,3.4912462240892825,2.516364037775005,-2.52270578108648,14.328803769823516
14.487426935599993,28.380168588552895,-4.717843543365224,61.34523492214785,-5.355692320496308,10.002944698927763,2.563764323709254,-0.3203431655985751,5.006749119449932,-2.8528801694764647,13.815184087685534
13.800889453055786,28.44588990882492,-7.619456863638596,63.854483437806245,-1.3199827762970606,13.322546235328991,4.970384771606497,-3.9488180115941054,4.167482776530965,-1.761323717429367,13.34324298911063
14.773902944476873,27.625761028377035,-13.842036644079972,64.51026141406872,3.46254784092994,17.60464897239625,7.111709436739655,-5.041498514499432,0.672405525098271,0.09739066760851944,13.96455095222777
