Fp1,Fp2,F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,T7,C3,Cz,C4,T8,CP5,CP1,CP2,CP6,P7
8.155802685172233,7.390579564374796,-11.30094373875124,-0.12145913669094544,-0.4407666333187876,15.316417465348833,-6.315844807079821,-3.6303078478234414,6.590812667882144,7.75373668814523,3.1207524234642534,0.7169795988269205,-6.331754833735584,-4.323856042397821,1.9219571249454028,14.331653020190553,1.738630620339638,2.2112395912176472,9.294679943787077,-0.3430893602702303,-4.571729884923759
6.0633010280675075,11.363158190715467,-7.550405615584776,-2.8448256140445314,2.3518795030885116,11.997071957364062,-0.9254547387445458,-6.802638181912899,3.800339255466991,5.543071501663427,0.27419037024501236,3.2652472472597074,3.3447544243397207,-1.8108143827566314,-2.496273034848338,6.954201372020286,5.201342866670551,-0.08611331949534051,5.304974843618988,2.989959021942132,-0.2425977283686862
4.007831451810986,13.015156889731522,-3.4194194619494933,-3.498611771425179,6.647662929080482,9.787702151449393,5.531765669560244,-7.663801375172679,0.28744881180825455,3.141808297332238,0.751033862508347,3.4839318041176437,9.758454832509258,-1.0735634003379602,-4.694746139723441,2.4868910097536867,7.644968770463901,-0.43935469646446457,1.9699932065199017,4.146824409807179,3.654274125287902
2.2974587067516676,11.638877147888294,0.9404288550797766,-1.5444080208254638,12.447527712794738,9.558805439157377,12.884277825361838,-5.493720147187099,-3.208617020620723,1.2593116679371281,4.578572454832791,1.7170615267291014,12.014952357539931,-2.1386753413411537,-4.109344371302697,1.9214346357910204,9.187729533196432,1.834562224698066,0.23854568493796657,2.6118743597310154,6.889252923755858
1.4651456342069196,8.536174713870679,4.86001373930222,1.6628257357085974,18.229559354228414,11.531401387635345,19.479681513108858,-1.2112476742685998,-4.775290314246717,1.3527020056121035,8.501170050653382,0.725694140075636,11.950086286830407,-3.2771830220933214,-2.040237001493317,3.8921745984780074,10.909004385227124,5.622842827633623,0.8048013423138338,-0.2042147169337114,9.540027409640917
1.9436900833338708,5.866553438335274,7.70753533415773,3.8978313373168287,22.342101339137145,14.899599480621092,23.27489631889241,3.7531260691679202,-3.226453115934996,4.37832251441621,9.340164195478962,2.679954385192288,12.10512085561816,-2.742483383722188,-0.32654453156308116,5.942851720306937,13.540613517518608,8.599880446829802,3.0957508812526093,-2.280037289765593,12.004378093335358
3.798930325112476,4.86461231416991,9.257669176340933,3.6795174088593714,24.450632834811074,18.06397929299111,23.463448911111087,8.583377141884675,0.3702527658189241,9.70570748440012,7.144038987977001,6.556057092752687,13.20979947290015,-0.41059843610716895,0.21005931160949232,6.320511754357158,16.56869289262121,8.784464851624264,5.0191501155912395,-2.5632246338529168,14.917418714742645
6.755703523366493,4.952417843716668,9.508084229939389,1.302535156375667,25.668094724720063,19.64637889636472,21.381229451682604,12.951368254297865,3.215951225080029,15.301097075613335,5.059800834056832,8.819649136863738,13.55537259638648,2.241950659472042,0.18655218179352884,4.869449191226586,18.91845092187286,6.0945613019194,4.245774014829022,-1.5305170854951133,18.931938154808467
10.371939404586131,4.526899270407193,8.418421088600233,-1.4743117269470514,27.428181990727452,19.49616024179792,19.870946004690868,16.130449703334676,3.08249964199441,19.122512947080494,6.2181208889712245,6.824261998054942,10.839434967952013,3.701367195695144,0.6699472272383422,2.604387723213618,20.44863067240589,2.6154936173672674,0.2616377523541935,-0.41804377453149044,24.283287109381167
14.072765921027052,2.736049601666999,6.2269691088367,-2.7563490028383453,30.315427742532897,18.784129696918303,21.284271334341458,16.90217410808583,0.20335313663186771,20.540510653524887,10.827943848488813,1.5436633161016147,4.836103827954495,3.8343219186743505,1.9353489817519658,0.7397927740133565,22.491457814245678,1.0191653297847951,-4.688501403117367,-0.02835294561256152,30.36733167528514
17.050127620591645,0.5680188666230843,3.9676324137542456,-1.7713771956065232,33.92854522945139,19.074203983330428,25.662967790366555,14.661922387769053,-2.949717618277601,20.540000783508773,16.11673163621335,-3.1419098011619075,-1.6708142472275853,3.680763917192481,3.18012020295796,0.1385690195516629,26.611367143753217,2.2049352814418466,-7.047117731570697,-0.22300753049064648,35.743592036206906
18.383112625257645,0.08641756510526677,3.226136695148544,0.781138591734106,37.67412515266248,21.098026040880836,30.589704373582087,10.570097162891795,-3.781142315399216,20.59891626608448,18.865048693063006,-3.938333887040485,-4.837443116995346,4.029802532279152,3.398413667464836,1.3344546894796725,32.70001118426248,4.262172878814777,-4.778504444411269,-0.39729192723776996,38.8725882971352
17.50703657527417,2.3782959974299427,4.882992229751248,3.4174264763643913,41.47968642721241,24.386926132016114,33.01684092138913,7.18699533818552,-1.5778670896129534,21.389261173437372,17.930866485529663,-0.9963153068895405,-3.0804642098428054,4.405305038909541,2.463403761092966,4.615888610868085,38.46512158041716,3.963147629874376,0.6913683206710346,-0.30333221607678507,39.25058597392871
14.834039818500123,6.180472662374458,7.913206816964537,4.877345638551335,45.66949970672152,27.9595682433755,31.76453825826067,6.317045909309477,2.2407935304436606,22.52347131158888,14.619866010965684,2.5182711241368945,1.18505601193994,3.5714527610554314,1.2410896093985078,9.722978155161165,41.14805421188673,-0.23534126461834415,5.427325141377809,-0.31913376891763034,37.97483687686007
11.739300788454738,8.750695573512065,9.631450795561639,4.751210942767079,50.29084608948352,31.256958417443233,28.701918081151426,7.135724686856639,5.512146679144724,23.384483960589243,11.207347379281499,3.5725410686661196,3.116879248814226,1.0229823778475273,0.6864184993185463,15.388401163819449,39.95799057039679,-6.404852967582729,6.179813550316855,-0.986988001946995,37.04822091725407
9.64982407581247,8.361385580463576,7.669669158750319,3.4374193814581098,54.79495884773011,34.45579680249479,27.52136084697237,6.631010471852397,6.947701368617671,23.978084464693254,9.367261968409316,1.8794819174774595,-0.6394631650864135,-2.167324123732877,0.9500197174002007,19.52447044247723,36.8861663627053,-10.394624635335928,3.076764554448137,-2.3597018682723654,37.86683125237023
8.906252026536084,6.022724626634151,2.071613886143636,1.746408847656765,58.49768541528151,37.98639369583602,30.927897099688206,2.261801600140202,6.6440227928898645,24.90898493636359,9.599868580972585,-0.4641036474847855,-9.0062735622764,-4.09411219027182,1.3857484940217923,20.364569283019595,34.96182226678019,-9.20501048809404,-0.6416341863633539,-3.7712042951299214,40.261919114438335
8.545314785231426,4.609422713165347,-4.548005271120078,0.4783884857478047,61.32016435744592,41.906264782015995,38.43217812945591,-5.4632814289670275,5.453553426611197,26.516012490119834,11.437980404827869,-1.5463220922132068,-16.928211619425333,-3.6599869065859343,1.4009934263359547,17.83077053903845,35.62789815822136,-3.7408295634605686,-1.6043989879434999,-4.288110808974273,43.037852820078214
7.397969604043246,6.006131615973553,-8.901245897342088,0.1707884563985257,63.94030934363898,45.817818554842276,46.5052034845091,-12.857537145008504,4.1600904387722615,28.25758092269526,13.731593531022694,-1.4986283049925984,-19.08789083031234,-1.529100159817327,1.125910771796022,13.86577841761478,37.570543399761796,1.6505290859071384,0.6607069444905638,-3.388109320598394,45.417716990085125
5.627217581983648,8.966773675197274,-9.353706181197966,0.9266619937946403,67.17064811837801,49.24043942209083,51.03905403497953,-15.740363848205797,3.166551364636863,29.128014741656926,15.009507664930117,-1.752532293570455,-14.044540647846603,0.4822855726272841,1.1991030850120181,11.240536012093228,38.09609935449688,2.539327711353967,3.4330702645205493,-1.3533941716201743,47.95618569055681
5.093396240877777,9.97462747245224,-6.602449369957814,2.326768015412562,71.15735954810123,51.826153163272025,50.170593890166955,-12.592161791829309,2.5907934017475185,28.70571827070706,14.321759947261421,-2.8201645892759077,-5.39762612087693,0.940213578168688,1.9219976990667471,11.607359752249023,35.76632972239295,-2.154637269646418,3.477616656241545,0.8760504731041512,51.73959194231169
7.899862194836893,6.51350858908754,-2.4395920268441076,3.583361037313147,75.20745093193509,53.24668943634504,45.35209858112736,-5.586694383225043,2.3327652309165288,27.693846388919866,12.143966560285719,-3.2428933349449913,0.8712124445733613,-0.22896925677186797,2.7294485801312685,14.357682261647682,31.750913823288315,-9.557523743785401,0.16305110075574092,2.2949604559991252,56.6548639159817
14.169419264138131,-0.436791208271992,1.8092412912629887,3.950417154150369,78.41974587252305,53.11509584864357,40.00838153429373,1.1799413601879536,2.0063892951530264,27.314258462464856,10.371893931806593,-1.1705092193853437,0.823098774565977,-2.0442894544424743,2.6328826108942676,17.204703978874363,28.925198227067295,-15.410257310621601,-3.8889349313040293,2.4682211163758834,60.66814834803225
21.19844272761133,-7.065842528423736,5.514318320978614,3.17376966403614,80.53589032106677,51.34743853395787,37.03718801456526,4.668255647742228,1.0980516919197973,28.22291358101096,10.917127277056665,3.150396682650798,-4.686268465992837,-3.467791987722455,1.1623322072143059,18.06062451391298,29.619494521398202,-17.24201138705737,-5.217670083798124,1.7904110327386455,61.27375735206247
25.117370374431612,-10.019977769349389,7.993890484444451,1.5998166836775054,82.21515508007846,48.753992646151005,37.08961661089643,4.481877026172079,-0.48551509218897193,30.04699177889907,13.920885898463535,6.792705831440656,-10.826174430826143,-4.101894940358566,-1.0737589206422657,16.569379073364303,33.987886158327186,-15.506641660554354,-2.649227838997246,1.1626644536656565,58.002681548270296
23.806789053718088,-9.050365457218206,8.250101427267758,-0.18950786452288826,84.54949316658708,47.0695641723232,38.76487809335986,2.307529785780437,-2.0547429553859637,31.991584049080863,17.441486023839975,6.41303284367271,-12.578897751376521,-4.085203666745233,-2.850464863889674,14.195435735884748,40.22733737401841,-12.25794470957057,1.7663475320343007,1.3088111535527056,53.51507021810899
18.5257384233095,-6.552191669113807,5.947452568878448,-1.8194304865071356,88.26311045440733,47.955598396566444,40.236784326516734,0.2643582659114847,-2.5675318352455516,33.73422700447342,19.16394460532112,1.395482103708712,-8.412082854947046,-3.6529508119122367,-3.281538770491589,12.90338153552702,46.002841204909906,-9.068497788706942,4.766525475389228,2.196427029122792,51.920428353703215
12.916130161351568,-4.722949941644362,2.5441245552153946,-3.2013193120074606,93.23090309006446,51.53872131204902,40.74121052075198,-0.3605121641978446,-1.65609283092803,35.51218388845443,18.53057059735609,-5.293544002083177,-1.1987664198960428,-2.977950405087168,-2.3308101206277394,13.55908393204536,49.76208979511841,-6.249419197580931,4.752494905828933,3.070684245646029,55.40051539020487
10.12080182927814,-3.546993308784116,0.7848735677798993,-4.204338265581919,98.53224181396311,55.94363653617714,40.763104560795156,0.7522174942331643,-0.3465795646229912,37.38048466696589,17.109585795827567,-9.450577050838252,4.284330733650049,-2.2938741644223155,-0.5601422087606558,15.447261045543199,51.10651832918964,-3.621965824223308,2.883142314252722,3.070640526446457,62.169668084868235
10.67021155709255,-1.6931597494902433,2.5001819670201337,-4.383658996419264,102.9847318652029,58.52351324836643,41.132328239685556,3.360137044740705,-0.4704814345000039,38.65314814009734,16.823039679216745,-9.08880706258769,5.142030248327961,-1.9326848141758823,1.4876214868072615,17.04016580015919,50.33396909397564,-1.4963184548845412,1.5955643171829037,1.9555646862650258,67.81146754193648
12.905643223892215,0.8683118122184152,6.6151186350400515,-3.224576714868803,105.80013287147366,58.01017499891472,42.032685040392984,6.834620839343302,-3.0129549185868347,38.43079171899469,17.948597113336138,-5.861264979838207,2.5054634805308966,-2.0278303292874442,3.5121922440451243,17.289513527694673,47.94575641717815,-0.541258897128932,2.2314446514397988,0.3252458537730121,68.8474891596999
15.047626792802019,1.8169981657237138,9.704903206561465,-0.7985592731546824,107.03314918422247,55.57170041304285,42.90465066821731,10.063183998422351,-6.856722757449994,36.84133424824072,19.04707099552045,-3.2237354104337212,0.2675688456589498,-2.191053523947444,5.174163134075209,16.406390196555314,44.562175628912854,-0.8478669659036,4.102841275359628,-0.7902989396361484,65.509586403802
16.74770013258113,-1.3933598885647283,8.968770429533002,1.9233652448729885,107.5842407677147,53.87448152406689,43.17989818706792,11.601196728533516,-9.283014173714673,35.543054929809394,18.852240212208557,-3.318987262889553,1.4679409911400372,-1.7058347095597899,5.853831960006883,15.528368870293205,40.995832664466334,-1.4668075272289862,5.536985749177223,-0.6310451841350486,61.24716084667167
18.671744810970964,-8.312014713881045,4.9551610483042925,3.5585628160752103,108.66908253713852,54.803690816838575,42.965801416160915,10.455891219108274,-8.064726504195566,36.59024180060084,17.88666159740111,-5.512460553668479,5.447020366868601,-0.19817934887515198,4.943636983556173,15.713895039213067,38.26955819935005,-1.1202456041019753,5.500497529721688,0.8059734673000484,59.532832805454944
20.884203632661645,-14.809902853416895,1.208393343362907,3.3206677215341998,111.00953668096926,57.948564393054525,42.99055580337389,7.080641464426799,-3.4344062975001766,40.497084478780096,17.855129583239144,-7.624095073926043,8.320654603550578,1.8555545041971622,2.5098789627075577,17.083868880837883,37.37864623680139,0.5693300808111896,4.178548842494365,2.8312485425792255,60.94267511593753
22.091487781787063,-16.271496140722867,0.8892886690715527,1.674481957775925,114.3074565631726,61.184952177878586,43.79138451197962,3.463685775436934,1.860892496985206,45.34373524463827,19.540739854844727,-8.230744015921625,6.382957955125158,3.426578589292399,-0.44558387701122903,18.691258773406478,38.92832794139369,2.759356371627515,2.2056781805602492,4.4681102102050225,63.13290688956814
20.823608397729284,-11.879269767485644,3.571803283120126,-0.033003620116049626,117.42089510836854,62.71714560951095,45.056760522969,1.9452175492456227,4.588378816162713,48.034688943371556,21.686794054410583,-7.688302625776057,-0.4393743515649393,3.8110422052895423,-2.558593622366542,19.240183163909453,42.81330731324472,4.416615350571915,-0.2128747963672648,4.886759251215185,63.48863557237027
17.350530809800457,-5.591342735975126,5.3256720580054635,-0.6918421506729948,119.25159128500428,62.64567437646022,45.77001648559917,3.3492697786113297,3.4691441982254414,46.78241436869676,22.244745857767274,-7.098363276785875,-8.189483875787342,3.2628987301717225,-3.082508250698212,18.109798081206918,48.09238097434819,5.455185187910779,-3.067069972068566,3.6952570489799816,61.81753611912691
14.20029560970012,-2.6821358655989247,2.182417855434206,-0.235355797659907,119.67511002505732,62.56017261104172,45.08422676440677,6.010159669942011,0.0060241321660954306,42.6693296634083,20.697056424794503,-6.723126034848725,-12.014322852167442,2.7515032627427076,-2.4103508309174604,15.84911332074177,53.203001199292345,6.585506769758412,-5.6685223588293345,1.1194314870788917,60.50689233427086
14.242433846613036,-4.914470830326402,-6.092160849161365,0.5575323921394401,119.69370673683488,63.688092564027926,43.165688856143746,6.795386195200478,-2.9156569676486574,38.85576005604768,18.8271510595767,-5.747170381854882,-10.110146391659889,3.066704276466024,-1.5974171960836339,13.775734919882206,56.56881825414776,7.948085564404559,-6.4751354979336035,-1.969484718981994,62.052120624080224
