Fp1,Fp2,F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,T7,C3,Cz,C4,T8,CP5,CP1,CP2,CP6,P7,Frequência
(2.6472968465788256-2.0052302284759094j),(-4.835914330287059+4.9961481030067105j),(-5.383799729727286+9.03626169759276j),(3.716290796083589+0.7241692755834208j),(42.60253001398845-57.736501264747616j),(22.21681824054506-32.84142467804227j),(15.581152321525092-38.65694439964692j),(0.5474204687505875+5.17823831526033j),(5.067677105182092-4.472733035669032j),(28.949734593077395-29.793835477509965j),(16.987728692485533-16.46517294470128j),(1.5928180841081385-15.64487661891399j),(-6.250746272842487+1.4742763403222625j),(-0.8621630666949471-7.318379586727133j),(7.99607416958089-3.6651994312693965j),(10.585181117425051-5.330011722999199j),(-25.69913259644774+28.45548716158801j),(11.02624926260009-11.910603692635991j),(5.614131465055898-3.2863584564977764j),(-8.147635024706517+11.011857019880653j),(-22.927426429436593+17.200130212889704j),56.900000000000006
(2.776945921642536-1.9041929259540016j),(-5.097540962798178+5.173299358295736j),(-5.426415885038793+9.384469877883166j),(2.957874920938796+1.0304425119056617j),(42.22094756999327-57.761187539111674j),(21.766734158867845-32.919187559590476j),(16.12445272733072-37.86428632697978j),(0.7191196111312266+4.250998696949177j),(5.412882656148916-4.276069129358584j),(28.7250317388723-29.818528723010406j),(17.288990080180866-16.262998275538706j),(1.2107910155662296-15.37888157014018j),(-6.220721583433139+2.311840960922005j),(-0.4925431118285246-7.257408238866519j),(8.324055960486639-4.002429228175213j),(10.334160816756981-4.504463634738144j),(-25.41902634557372+28.533639945715677j),(10.066511694519185-12.33712791466644j),(5.522072941619342-3.7628476965522992j),(-7.880934225114686+10.663184770434697j),(-22.338740963465867+17.50146103536663j),57.0
(2.8618244855397705-1.8983018567949408j),(-5.292665560039728+5.035020894031014j),(-5.55465753084421+9.286586574956615j),(2.8849820687312686+0.6909470321027555j),(42.38321971052305-57.52946692526752j),(22.59694199961595-33.02293853414861j),(15.915310944241668-37.39851089972824j),(0.02375872041812066+4.58363161989179j),(5.26547436616876-4.236972633888218j),(28.62650891530309-29.695245536425645j),(17.30568403841543-16.421531827567645j),(1.4873499445619416-15.602618314265044j),(-5.898484664499232+2.455555074453031j),(-0.46178089564764235-7.3698618605357495j),(8.16787032130936-3.149323664797908j),(9.98506671989037-4.815302259543515j),(-25.626667957026555+28.685290321498j),(9.833391584064913-12.671585072721257j),(5.732605155195891-3.401120863178477j),(-7.978632508019096+10.774910819373616j),(-23.2666919910674+17.76921099335851j),57.1
(2.639877333129167-1.7661747147937348j),(-4.471600288301687+5.154370403603025j),(-5.397738685146489+9.500313447986471j),(2.8748101664142+0.5450527968545487j),(42.6044966276165-57.48208802268978j),(22.244447012297652-32.616140590678526j),(15.962485531241072-37.908022702013085j),(0.5690418823256209+3.3362330260887347j),(5.144761648347547-4.620598640624493j),(28.697212078869594-29.855922196678776j),(17.328443979212267-16.139846087222317j),(1.486187786092657-15.581418881383314j),(-6.6052282309560155+2.8132755507095624j),(-0.06738251827763264-6.768133198092464j),(8.416169792756463-3.432935653631233j),(9.930869580498964-5.011827197215901j),(-25.09708029638067+28.414857904191848j),(9.863864702115734-12.612389575139929j),(5.653751469718422-3.6673362280376622j),(-7.849266290291737+11.04783020044262j),(-23.20726911367071+17.762456369048337j),57.2
(2.8687936229212667-2.0305826331278496j),(-4.575555817787915+5.124597564674955j),(-5.612331211055036+9.345480866124205j),(2.8200222195559377+1.2925490024657051j),(42.46775644793114-57.124934579523355j),(22.29612341647264-32.65917271204343j),(16.178595887120288-37.53975966466187j),(0.7456655894875439+4.3090345873923415j),(5.291645721358442-4.331906525956313j),(28.876817516097702-29.908969226162924j),(16.76885026658016-16.5106076893111j),(1.8965850414081409-15.905273682641237j),(-5.9491075607681125+2.008519963551933j),(-0.533082251293095-7.049560779269754j),(8.20974032740584-3.3580608188941454j),(10.411380692444556-5.048930790086274j),(-25.30331274014894+27.892767501059907j),(10.033321599782766-12.558842000077188j),(5.503603814863395-3.275221586003468j),(-7.6685734658760865+10.840007461513482j),(-22.458887001389478+17.61596580801455j),57.300000000000004
(2.6151620191859024-1.8903327479418266j),(-4.843337144579607+5.1765628485354185j),(-5.936346596786251+9.245559504097852j),(2.988064621906851+1.037448425303352j),(42.646300725645055-57.36053727679227j),(22.48075072090913-32.3624691268826j),(16.35371350301321-37.727555413658884j),(0.3893518340277211+4.468642376015225j),(5.105096048391513-4.38847004456419j),(28.574347355249394-29.722095975325626j),(16.732447462388844-16.101124827034024j),(1.8281153454994676-15.236772021909246j),(-6.193409496985623+1.826633628599538j),(-0.10646377901245074-6.86334921793582j),(8.53201568439323-3.3913904066657006j),(9.953620804452935-4.824061262586127j),(-25.213659453573428+28.390841393600894j),(9.584597335696415-12.229655936625292j),(5.649878501086519-3.2382593835917532j),(-7.607292172135459+10.760982827469274j),(-22.83691330160508+17.550111249500418j),57.400000000000006
(2.660567974922941-2.0369817294577217j),(-4.891718808007738+5.003600897652937j),(-5.7864590183012865+9.115391950283486j),(2.6037487227597644+0.8915894331979715j),(42.44732053702736-56.86952533431709j),(22.331174281935674-32.22622969293823j),(16.57213664510094-37.28458568025239j),(0.23631258264781252+4.027343925492993j),(5.165809802708267-4.098091866616912j),(28.719160455766172-29.617424729272884j),(16.80120056890209-16.05083893788524j),(1.5077958785478351-15.652761210386942j),(-6.490267989731734+2.480111939503743j),(-0.47299017041864744-7.02538680194667j),(8.586032493661502-3.5875376211213137j),(9.68494894406141-4.789327047305335j),(-25.29958012413843+28.182926751480153j),(10.014630074879049-12.69663246574109j),(5.545998561241326-3.1691481453835095j),(-7.9413282183769915+10.58743501054613j),(-22.476143677821227+17.66057752397799j),57.5
(2.279758965482756-1.6338396994318316j),(-5.153945107412344+4.68984813717951j),(-5.884359954687341+9.577297477674833j),(3.1037320933943846+0.9837430383201209j),(42.69579060603013-56.6478823325493j),(22.515073011221915-32.348787718138965j),(16.366491265146152-37.113692978759815j),(0.25772463376624444+4.105475679494845j),(5.3867957343577615-4.506848367629437j),(28.3729943689154-29.472327274685114j),(17.080286655273106-16.44449810474572j),(1.726091825710018-15.04563945021718j),(-5.957340367792483+2.801906064067765j),(-0.3077397786163232-7.264100627963188j),(8.268873853254906-3.771586059290726j),(10.000109927549431-5.303433614472695j),(-25.362227331836152+28.04086423620612j),(10.672378553696975-12.799618351247176j),(5.7272059070137615-3.3148733495940306j),(-7.811322039187672+10.388855614691575j),(-22.434000171378898+17.429475911373274j),57.6
(2.484579084205137-1.7085883215645374j),(-4.848391845211545+4.622863261533851j),(-5.460969879736382+9.459646753971043j),(2.8821720323830533+1.012075399015913j),(42.513536636722-56.57983774256267j),(22.327237961460497-32.230041825175334j),(16.51061112693968-37.29290141430856j),(-0.010638359559965949+4.028640707071915j),(5.267342384439829-4.319607902496003j),(28.566236602440725-29.461497568962045j),(17.09756648174273-16.65268496550399j),(1.2856109091274845-15.41000184835087j),(-6.589198471171358+2.4630724553778123j),(-0.07807514342944799-6.990233687159353j),(8.460449569575076-3.3947033288266084j),(9.828502745839572-5.127204855443225j),(-25.253274815612116+27.75070497163976j),(9.982407984869042-12.423470867989323j),(5.858209993316962-3.4540522167224026j),(-7.877405471277143+10.515731359624375j),(-22.6194354089626+17.11563281458622j),57.7
(2.3911752450970596-1.6794066561699132j),(-4.690085057551478+4.587625380150861j),(-5.74429416655715+9.84179447483963j),(2.955503845891517+0.8271803740043424j),(42.334989180900024-56.7096341600369j),(22.283356742203864-32.09117260264867j),(16.48281871318145-37.19387110184408j),(0.8399052883522415+4.217692953698915j),(5.462751309761105-4.340353650936443j),(28.61362615372923-29.373495317303856j),(16.90521340097314-16.402434764636624j),(1.845608638682684-15.436779086306757j),(-6.430077290457248+1.7149953753186686j),(-0.08947948291847752-6.910484747594936j),(8.231109534079637-3.3723788633047516j),(10.445386119208436-4.962444730205249j),(-25.371175618771872+27.844583051512007j),(10.004821886684283-12.42998884111477j),(5.765507114745482-3.4232499132982426j),(-7.893234050193485+10.482750422709117j),(-22.39917925101676+17.348099321161854j),57.800000000000004
(2.535490939432197-1.7990980384444555j),(-4.858600152543993+4.783723720793489j),(-5.9430715277011+9.254387062677381j),(2.9188830135946944+0.7260973539496831j),(42.44636193159517-56.39540475653723j),(22.60327044159311-32.0159892706796j),(16.81855458231179-37.01881135066693j),(0.19214393739895286+4.150712506549702j),(5.160177226076286-4.24668816721578j),(28.519538506750294-29.31077868202165j),(17.00180505039576-16.125974219471885j),(1.9575303963338229-15.44912554376831j),(-6.279971858950972+2.137671391977669j),(-0.17889904815375246-6.805998733036908j),(8.42489091737648-3.4036995330173454j),(10.036979825584567-5.125877072931459j),(-25.5005480974569+27.755856085882762j),(9.803636458151288-12.351548653813957j),(5.7208742737939104-3.0974982698176348j),(-7.974891341490991+10.65007185167612j),(-22.430725803787425+17.51534438351024j),57.900000000000006
(2.402790866789175-1.6111771641597699j),(-4.750792197885474+4.79392838268835j),(-5.848904104275718+9.325063124993875j),(2.653858763111984+0.9020541040027368j),(42.55386629440946-56.23092057451731j),(22.35886568230157-31.681608541869736j),(16.711095962374714-36.8193962625778j),(0.4134218625849684+4.048551789987652j),(5.354075114998199-4.382980848208682j),(28.615029108057897-29.3580884025861j),(16.902470007410784-16.195520570116656j),(1.9166083609105442-15.392335582355031j),(-6.081156446604831+2.3806332399902246j),(-0.14358690596439772-6.945872414758668j),(8.397797779678399-3.4771928846184244j),(10.000906538201008-5.003651931262937j),(-25.222832131537743+27.6539723646192j),(9.91356420295481-12.242924103922888j),(5.803289643653528-3.3325788506252536j),(-7.69300420425904+10.438036022623088j),(-22.496242081389923+17.25304740116472j),58.0
(2.4718678622023873-1.7764452785863938j),(-4.804485893461546+4.662771755591834j),(-5.7686895619414145+9.157096698389278j),(2.883668481770094+0.8559463242510876j),(42.511716988510685-55.98931911005033j),(22.524909850122803-31.839578295400827j),(16.6682361345197-36.722604887480415j),(0.15790239295657216+4.053515484108587j),(5.19715167713224-4.359978232090981j),(28.527953112641512-29.303744484920408j),(16.740847378744938-16.305917705595903j),(1.9719274452197126-15.172638734847702j),(-6.18470154940896+2.452540827108379j),(-0.13972758567152965-6.926008919148721j),(8.263779091105363-3.4325723188738237j),(9.991379942445093-4.972947675439826j),(-25.376271562165627+27.81638759108589j),(10.047662683082791-12.245308516999078j),(5.727130318708739-3.306319511245441j),(-7.7695172149556555+10.346022099450106j),(-22.474175677692898+17.08776925793603j),58.1
(2.4900989737411408-1.7027648899097727j),(-4.746481009729763+4.808025324528472j),(-5.620902247759503+9.36483407080425j),(2.8371491947850274+0.8887702736155916j),(42.47871083073548-55.879231325365396j),(22.57033317774585-31.54757752851431j),(16.819525845394658-36.56657350761219j),(0.10263629652395778+4.182002358704537j),(5.277669741729621-4.353078974087353j),(28.507501408943128-29.080187131560365j),(16.772421139281633-16.218296716454354j),(2.120780918009146-15.140087790582577j),(-6.007980900125174+2.2577773753995984j),(-0.0868291112052213-6.880817738290993j),(8.26798996215941-3.4274469216440338j),(9.893290810590315-4.905852097120553j),(-25.227367044469986+27.64703631861772j),(9.919472345036297-12.239717838907723j),(5.769537302410157-3.260640553788953j),(-7.798960535000434+10.326590406261545j),(-22.41179581248499+17.312990877671503j),58.2
(2.485522995981853-1.6935073946212924j),(-4.7843310190193336+4.781327384247717j),(-5.750610039509517+9.241387527297547j),(2.7706279114462298+0.8582117579792765j),(42.53496385465867-55.77007715030006j),(22.54082923237246-31.50789094080244j),(16.793773026006008-36.4843843048036j),(0.07600590349716185+4.180390279316114j),(5.2718120761353475-4.285650826918356j),(28.52079358666755-29.08998006776266j),(16.725087274453543-16.201065152590065j),(2.1273001521564083-15.060833043246909j),(-6.080742759137209+2.288034522341121j),(-0.07784119668687595-6.912065425710722j),(8.2238442165376-3.504158149845935j),(9.954614051800537-4.908620631732894j),(-25.305653793373324+27.57892685721053j),(9.990567750891614-12.192879136430342j),(5.680583916983544-3.317281583542652j),(-7.8372245856763385+10.312988105949756j),(-22.399630102677285+17.24784670646811j),58.300000000000004
(2.509262897395459-1.6451546016716705j),(-4.772597548884619+4.744702806921211j),(-5.777472235751581+9.179562118313868j),(2.7797390228050176+0.8445393930329033j),(42.53175894387236-55.598083402216204j),(22.531044355842223-31.42534502411423j),(16.84311378595963-36.372246152988524j),(0.07143778322958383+4.150946769042804j),(5.289219491924197-4.26515197514729j),(28.528685969574056-29.03630124947921j),(16.73551315274156-16.16018586881421j),(2.1988908770370372-15.031191562179558j),(-6.098233217020635+2.2950000929288024j),(-0.04956280751445519-6.8552884256819056j),(8.205206783369121-3.514429674126575j),(9.898054246762356-4.900004968843632j),(-25.275890162600845+27.489114976913385j),(9.954706518929903-12.158018744366444j),(5.697799305428269-3.2870759415737325j),(-7.8072444878985365+10.26776676082742j),(-22.384673401923365+17.241835821749554j),58.400000000000006
(2.5274132442036006-1.6385960424259736j),(-4.800148134622447+4.732740109433195j),(-5.858325859160498+9.158392137078721j),(2.7404449736222745+0.8475986342904314j),(42.505794683917614-55.4591504380672j),(22.5050187339834-31.263660138972284j),(16.8817763352684-36.31326018946544j),(-0.0016579983197289039+4.1553835513010995j),(5.269084453384885-4.285900345580613j),(28.564651051703443-28.98732639606301j),(16.785836420273625-16.146485074318008j),(2.1953602829899204-14.994566490922267j),(-6.111405143927556+2.2512213710917024j),(-0.006692841845548969-6.8145023554209985j),(8.176893484908252-3.498386336082916j),(9.943821990108198-4.884061642823582j),(-25.3080702690351+27.495765837946777j),(10.072533222885298-12.113044409741178j),(5.694747955613375-3.296913533176692j),(-7.804292058705471+10.270029772950835j),(-22.402775424143712+17.19483641586433j),58.5
(2.5591594242399793-1.6330020553826898j),(-4.68626199354285+4.634691468336655j),(-5.709422570317372+9.147768459259119j),(2.8200657042349846+0.8861520517586854j),(42.67169681782142-55.279936249721175j),(22.51659406926092-31.150248840406512j),(16.968485382010982-36.202457977260295j),(0.0388768152030039+4.441880441008379j),(5.261973945600152-4.2302035476292446j),(28.46598408971063-28.946291301696597j),(16.675789920811496-16.143039259893953j),(2.3841352531351703-14.93122884709636j),(-5.9584120396023295+2.3133780935683603j),(0.0496356742945494-6.804747255929186j),(8.229529378262313-3.425527509191573j),(9.923851210566113-4.885704446351866j),(-25.181518109522756+27.333525563399927j),(9.77474692557061-12.206541928854335j),(5.690781172132926-3.261260647981814j),(-7.822036453967534+10.232610761325063j),(-22.27548987633564+17.117508203616794j),58.6
(2.519893322158037-1.592323626483818j),(-4.6512854754665405+4.853744498475933j),(-5.675645475271068+9.184437614144542j),(2.7024788285195953+0.8122911731922358j),(42.51622671900462-55.10878309034811j),(22.51748560989347-31.138210380477688j),(16.900813820894427-36.114671906355724j),(-0.1565794693157727+4.008079618564821j),(5.243731098298369-4.206184754227465j),(28.549816783546987-28.80841648886154j),(16.664213252258662-15.934241575556907j),(2.4238139277157984-14.826898372231874j),(-5.980530937830153+2.105047770974828j),(-0.07760050582343148-6.76553540284111j),(8.184071595010632-3.540472555030771j),(9.752519417486383-4.910759359445898j),(-25.29239708148984+27.262199321379086j),(10.002576685151539-12.093540163991726j),(5.661030769392809-3.185088418576541j),(-7.842141067580508+10.179173175413453j),(-22.213605933748262+17.219898673331727j),58.7
